Id,tanggal,tweet_clean,retweet,token,stop,stemmed
1.66e+18,11/5/2023,Siapapun yang disana tolong bangunin pram yere ini udah final oyy,0,"['Siapapun', 'yang', 'disana', 'tolong', 'bangunin', 'pram', 'yere', 'ini', 'udah', 'final', 'oyy']","['Siapapun', 'disana', 'bangunin', 'pram', 'yere', 'udah', 'final', 'oyy']","['siapa', 'sana', 'bangunin', 'pram', 'yere', 'udah', 'final', 'oyy']"
1.66e+18,11/5/2023, [VALORANT SeaGames]Final Standings  Singapore  Indonesia  Philippines  Vietnam  Cambodia…,64,"['[', 'VALORANT', 'SeaGames', ']', 'Final', 'Standings', 'Singapore', 'Indonesia', 'Philippines', 'Vietnam', 'Cambodia…']","['[', 'VALORANT', 'SeaGames', ']', 'Final', 'Standings', 'Singapore', 'Indonesia', 'Philippines', 'Vietnam', 'Cambodia…']","['', 'valorant', 'seagames', '', 'final', 'standings', 'singapore', 'indonesia', 'philippines', 'vietnam', 'cambodia']"
1.66e+18,11/5/2023, Done bg  ini lagi final ,0,"['Done', 'bg', 'ini', 'lagi', 'final']","['Done', 'bg', 'final']","['done', 'bg', 'final']"
1.66e+18,11/5/2023,Mari kita mengenal Heiko Vogel mantan guru sekolah yang siap bawa FC Basel ke Final Eropa Ternyata dulu dia pernah double winner bersama Basel di kompetisi domestik dan Mohamed Salah sempet jadi bagian dari timnya Jadi bisa gak nih Vogel ngebawa Basel ke Final UECL  ,17,"['Mari', 'kita', 'mengenal', 'Heiko', 'Vogel', 'mantan', 'guru', 'sekolah', 'yang', 'siap', 'bawa', 'FC', 'Basel', 'ke', 'Final', 'Eropa', 'Ternyata', 'dulu', 'dia', 'pernah', 'double', 'winner', 'bersama', 'Basel', 'di', 'kompetisi', 'domestik', 'dan', 'Mohamed', 'Salah', 'sempet', 'jadi', 'bagian', 'dari', 'timnya', 'Jadi', 'bisa', 'gak', 'nih', 'Vogel', 'ngebawa', 'Basel', 'ke', 'Final', 'UECL']","['Mari', 'mengenal', 'Heiko', 'Vogel', 'mantan', 'guru', 'sekolah', 'siap', 'bawa', 'FC', 'Basel', 'Final', 'Eropa', 'Ternyata', 'dulu', 'pernah', 'double', 'winner', 'bersama', 'Basel', 'kompetisi', 'domestik', 'Mohamed', 'Salah', 'sempet', 'jadi', 'bagian', 'timnya', 'Jadi', 'gak', 'nih', 'Vogel', 'ngebawa', 'Basel', 'Final', 'UECL']","['mari', 'kenal', 'heiko', 'vogel', 'mantan', 'guru', 'sekolah', 'siap', 'bawa', 'fc', 'basel', 'final', 'eropa', 'nyata', 'dulu', 'pernah', 'double', 'winner', 'sama', 'basel', 'kompetisi', 'domestik', 'mohamed', 'salah', 'sempet', 'jadi', 'bagi', 'tim', 'jadi', 'gak', 'nih', 'vogel', 'ngebawa', 'basel', 'final', 'uecl']"
1.66e+18,11/5/2023,Rasa nak marah tengok final badminton sebab muka opponent macam ex aku Siel laaaaa ,0,"['Rasa', 'nak', 'marah', 'tengok', 'final', 'badminton', 'sebab', 'muka', 'opponent', 'macam', 'ex', 'aku', 'Siel', 'laaaaa']","['Rasa', 'nak', 'marah', 'tengok', 'final', 'badminton', 'muka', 'opponent', 'macam', 'ex', 'aku', 'Siel', 'laaaaa']","['rasa', 'nak', 'marah', 'tengok', 'final', 'badminton', 'muka', 'opponent', 'macam', 'ex', 'aku', 'siel', 'laaaaa']"
1.66e+18,11/5/2023,merasa bersalah karena tibatiba ujian final dadakan padahal infonya baru jam ,0,"['merasa', 'bersalah', 'karena', 'tibatiba', 'ujian', 'final', 'dadakan', 'padahal', 'infonya', 'baru', 'jam']","['merasa', 'bersalah', 'tibatiba', 'ujian', 'final', 'dadakan', 'padahal', 'infonya', 'baru', 'jam']","['rasa', 'salah', 'tibatiba', 'uji', 'final', 'dada', 'padahal', 'info', 'baru', 'jam']"
1.66e+18,11/5/2023,SEA Games   Team EventFINAL  Mens TeamINA   MAS MDPramudya KUSUMAWARDANAYeremia Erich Yoche Yacob RAMBITAN  vs CHIA WeijieLIEW Xun SeaGamesBhulukhudukTV,0,"['SEA', 'Games', 'Team', 'EventFINAL', 'Mens', 'TeamINA', 'MAS', 'MDPramudya', 'KUSUMAWARDANAYeremia', 'Erich', 'Yoche', 'Yacob', 'RAMBITAN', 'vs', 'CHIA', 'WeijieLIEW', 'Xun', 'SeaGamesBhulukhudukTV']","['SEA', 'Games', 'Team', 'EventFINAL', 'Mens', 'TeamINA', 'MAS', 'MDPramudya', 'KUSUMAWARDANAYeremia', 'Erich', 'Yoche', 'Yacob', 'RAMBITAN', 'vs', 'CHIA', 'WeijieLIEW', 'Xun', 'SeaGamesBhulukhudukTV']","['sea', 'games', 'team', 'eventfinal', 'mens', 'teamina', 'mas', 'mdpramudya', 'kusumawardanayeremia', 'erich', 'yoche', 'yacob', 'rambitan', 'vs', 'chia', 'weijieliew', 'xun', 'seagamesbhulukhuduktv']"
1.66e+18,11/5/2023,  beli oemainnya serius maennya yg kadang suka ngelawak moga aja nnti leg  ucl maennya ngelawak jugacuma lawakan mereka yg bikin Milan lolos final wkwkwk,0,"['beli', 'oemainnya', 'serius', 'maennya', 'yg', 'kadang', 'suka', 'ngelawak', 'moga', 'aja', 'nnti', 'leg', 'ucl', 'maennya', 'ngelawak', 'jugacuma', 'lawakan', 'mereka', 'yg', 'bikin', 'Milan', 'lolos', 'final', 'wkwkwk']","['beli', 'oemainnya', 'serius', 'maennya', 'yg', 'kadang', 'suka', 'ngelawak', 'moga', 'aja', 'nnti', 'leg', 'ucl', 'maennya', 'ngelawak', 'jugacuma', 'lawakan', 'yg', 'bikin', 'Milan', 'lolos', 'final', 'wkwkwk']","['beli', 'oemainnya', 'serius', 'maennya', 'yg', 'kadang', 'suka', 'ngelawak', 'moga', 'aja', 'nnti', 'leg', 'ucl', 'maennya', 'ngelawak', 'jugacuma', 'lawa', 'yg', 'bikin', 'mil', 'lolos', 'final', 'wkwkwk']"
1.66e+18,11/5/2023,   kwenye final ya CAFC Wydad vs esperenc Mechi ya first leg ilipigwa tunisia wydad akashinda kwenda Casablanca Sec leg Espenrnse wakashinda aggregate ikawa  Wydad wakagoma sio goli wakaenda Kucheck VAR ikazimwa kivumbi kilitokeaampaka leo CAFC hakuna final mbili,0,"['kwenye', 'final', 'ya', 'CAFC', 'Wydad', 'vs', 'esperenc', 'Mechi', 'ya', 'first', 'leg', 'ilipigwa', 'tunisia', 'wydad', 'akashinda', 'kwenda', 'Casablanca', 'Sec', 'leg', 'Espenrnse', 'wakashinda', 'aggregate', 'ikawa', 'Wydad', 'wakagoma', 'sio', 'goli', 'wakaenda', 'Kucheck', 'VAR', 'ikazimwa', 'kivumbi', 'kilitokeaampaka', 'leo', 'CAFC', 'hakuna', 'final', 'mbili']","['kwenye', 'final', 'CAFC', 'Wydad', 'vs', 'esperenc', 'Mechi', 'first', 'leg', 'ilipigwa', 'tunisia', 'wydad', 'akashinda', 'kwenda', 'Casablanca', 'Sec', 'leg', 'Espenrnse', 'wakashinda', 'aggregate', 'ikawa', 'Wydad', 'wakagoma', 'sio', 'goli', 'wakaenda', 'Kucheck', 'VAR', 'ikazimwa', 'kivumbi', 'kilitokeaampaka', 'leo', 'CAFC', 'hakuna', 'final', 'mbili']","['kwenye', 'final', 'cafc', 'wydad', 'vs', 'esperenc', 'mechi', 'first', 'leg', 'ilipigwa', 'tunisia', 'wydad', 'akashinda', 'kwenda', 'casablanca', 'sec', 'leg', 'espenrnse', 'wakashinda', 'aggregate', 'ikawa', 'wydad', 'wakagoma', 'sio', 'gol', 'wakaenda', 'kucheck', 'var', 'ikazimwa', 'kivumbi', 'kilitokeaampaka', 'leo', 'cafc', 'hakuna', 'final', 'mbili']"
1.66e+18,11/5/2023,Tunggal putra kedua Indonesia Christian Adinata sukses menang dari wakil Malaysia Lee Shun Yang dengan lewat dua gim langsung  ,0,"['Tunggal', 'putra', 'kedua', 'Indonesia', 'Christian', 'Adinata', 'sukses', 'menang', 'dari', 'wakil', 'Malaysia', 'Lee', 'Shun', 'Yang', 'dengan', 'lewat', 'dua', 'gim', 'langsung']","['Tunggal', 'putra', 'kedua', 'Indonesia', 'Christian', 'Adinata', 'sukses', 'menang', 'wakil', 'Malaysia', 'Lee', 'Shun', 'Yang', 'lewat', 'gim', 'langsung']","['tunggal', 'putra', 'dua', 'indonesia', 'christian', 'adinata', 'sukses', 'menang', 'wakil', 'malaysia', 'lee', 'shun', 'yang', 'lewat', 'gim', 'langsung']"
1.66e+18,11/5/2023,Chico Aura Dwi Wardoyo Saya akui lawan bermain cukup baik hari ini dia mengontrol permainan dan membuat saya keteteran ,0,"['Chico', 'Aura', 'Dwi', 'Wardoyo', 'Saya', 'akui', 'lawan', 'bermain', 'cukup', 'baik', 'hari', 'ini', 'dia', 'mengontrol', 'permainan', 'dan', 'membuat', 'saya', 'keteteran']","['Chico', 'Aura', 'Dwi', 'Wardoyo', 'Saya', 'akui', 'lawan', 'bermain', 'cukup', 'baik', 'hari', 'mengontrol', 'permainan', 'membuat', 'keteteran']","['chico', 'aura', 'dwi', 'wardoyo', 'saya', 'aku', 'lawan', 'main', 'cukup', 'baik', 'hari', 'kontrol', 'main', 'buat', 'keteter']"
1.66e+18,11/5/2023,Christian Adinata  tundukkan Lee Shun Yang    Indonesia berbalik unggul  atas Malaysia di final Badminton Beregu Putra SeaGames gettyimages ,0,"['Christian', 'Adinata', 'tundukkan', 'Lee', 'Shun', 'Yang', 'Indonesia', 'berbalik', 'unggul', 'atas', 'Malaysia', 'di', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['Christian', 'Adinata', 'tundukkan', 'Lee', 'Shun', 'Yang', 'Indonesia', 'berbalik', 'unggul', 'atas', 'Malaysia', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['christian', 'adinata', 'tunduk', 'lee', 'shun', 'yang', 'indonesia', 'balik', 'unggul', 'atas', 'malaysia', 'final', 'badminton', 'regu', 'putra', 'seagames', 'gettyimages']"
1.66e+18,11/5/2023,Hasil Final Bulu Tangkis SEA Games  Christian Gemilang Indonesia Vs Malaysia  ,0,"['Hasil', 'Final', 'Bulu', 'Tangkis', 'SEA', 'Games', 'Christian', 'Gemilang', 'Indonesia', 'Vs', 'Malaysia']","['Hasil', 'Final', 'Bulu', 'Tangkis', 'SEA', 'Games', 'Christian', 'Gemilang', 'Indonesia', 'Vs', 'Malaysia']","['hasil', 'final', 'bulu', 'tangkis', 'sea', 'games', 'christian', 'gemilang', 'indonesia', 'vs', 'malaysia']"
1.66e+18,11/5/2023,Muhammad Shohibul FikriBagas Maulana  taklukkan Beh Chun MengGoh Boon Zhe    Indonesia samakan kedudukan  lawan Malaysia di final Badminton Beregu Putra SeaGames gettyimages ,0,"['Muhammad', 'Shohibul', 'FikriBagas', 'Maulana', 'taklukkan', 'Beh', 'Chun', 'MengGoh', 'Boon', 'Zhe', 'Indonesia', 'samakan', 'kedudukan', 'lawan', 'Malaysia', 'di', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['Muhammad', 'Shohibul', 'FikriBagas', 'Maulana', 'taklukkan', 'Beh', 'Chun', 'MengGoh', 'Boon', 'Zhe', 'Indonesia', 'samakan', 'kedudukan', 'lawan', 'Malaysia', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['muhammad', 'shohibul', 'fikribagas', 'maulana', 'takluk', 'beh', 'chun', 'menggoh', 'boon', 'zhe', 'indonesia', 'sama', 'duduk', 'lawan', 'malaysia', 'final', 'badminton', 'regu', 'putra', 'seagames', 'gettyimages']"
1.66e+18,11/5/2023, Janji Kasih keluar Badarsila tak lepas ke final Tibaaah kan,0,"['Janji', 'Kasih', 'keluar', 'Badarsila', 'tak', 'lepas', 'ke', 'final', 'Tibaaah', 'kan']","['Janji', 'Kasih', 'keluar', 'Badarsila', 'tak', 'lepas', 'final', 'Tibaaah', 'kan']","['janji', 'kasih', 'keluar', 'badarsila', 'tak', 'lepas', 'final', 'tibaaah', 'kan']"
1.66e+18,11/5/2023,Chico Aura Dwi Wardoyo  takluk   dari Leong Jun Hao  Indonesia tertinggal  dari Malaysia di final Badminton Beregu Putra SeaGames gettyimages ,0,"['Chico', 'Aura', 'Dwi', 'Wardoyo', 'takluk', 'dari', 'Leong', 'Jun', 'Hao', 'Indonesia', 'tertinggal', 'dari', 'Malaysia', 'di', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['Chico', 'Aura', 'Dwi', 'Wardoyo', 'takluk', 'Leong', 'Jun', 'Hao', 'Indonesia', 'tertinggal', 'Malaysia', 'final', 'Badminton', 'Beregu', 'Putra', 'SeaGames', 'gettyimages']","['chico', 'aura', 'dwi', 'wardoyo', 'takluk', 'leong', 'jun', 'hao', 'indonesia', 'tinggal', 'malaysia', 'final', 'badminton', 'regu', 'putra', 'seagames', 'gettyimages']"
1.66e+18,11/5/2023, ini udah final sama ph,0,"['ini', 'udah', 'final', 'sama', 'ph']","['udah', 'final', 'sama', 'ph']","['udah', 'final', 'sama', 'ph']"
1.66e+18,11/5/2023,   CT final Wt semi final,0,"['CT', 'final', 'Wt', 'semi', 'final']","['CT', 'final', 'Wt', 'semi', 'final']","['ct', 'final', 'wt', 'semi', 'final']"
1.66e+18,11/5/2023, Last Call Registration FSDM Cohort Materi terupdate kelasnya interaktif ada final project & assignment untuk buil…,5,"['Last', 'Call', 'Registration', 'FSDM', 'Cohort', 'Materi', 'terupdate', 'kelasnya', 'interaktif', 'ada', 'final', 'project', '&', 'assignment', 'untuk', 'buil…']","['Last', 'Call', 'Registration', 'FSDM', 'Cohort', 'Materi', 'terupdate', 'kelasnya', 'interaktif', 'final', 'project', '&', 'assignment', 'buil…']","['last', 'call', 'registration', 'fsdm', 'cohort', 'materi', 'terupdate', 'kelas', 'interaktif', 'final', 'project', '', 'assignment', 'buil']"
1.66e+18,11/5/2023,Apple memboyong dua aplikasi andalannya ke iPad yaitu Final Cut Pro dan Logic Pro yang akan tersedia di App Store iPadOS mulai  Mei mendatang ,0,"['Apple', 'memboyong', 'dua', 'aplikasi', 'andalannya', 'ke', 'iPad', 'yaitu', 'Final', 'Cut', 'Pro', 'dan', 'Logic', 'Pro', 'yang', 'akan', 'tersedia', 'di', 'App', 'Store', 'iPadOS', 'mulai', 'Mei', 'mendatang']","['Apple', 'memboyong', 'aplikasi', 'andalannya', 'iPad', 'Final', 'Cut', 'Pro', 'Logic', 'Pro', 'tersedia', 'App', 'Store', 'iPadOS', 'mulai', 'Mei', 'mendatang']","['apple', 'boyong', 'aplikasi', 'andal', 'ipad', 'final', 'cut', 'pro', 'logic', 'pro', 'sedia', 'app', 'store', 'ipados', 'mulai', 'mei', 'datang']"
1.66e+18,11/5/2023,Indonesia  berbalik unggul  atas Malaysia  pada partai final nomor beregu putra Sea Games  setelah Christian Adinata menang di partai ketigaYuuk tuntaskan emas PramYere ,0,"['Indonesia', 'berbalik', 'unggul', 'atas', 'Malaysia', 'pada', 'partai', 'final', 'nomor', 'beregu', 'putra', 'Sea', 'Games', 'setelah', 'Christian', 'Adinata', 'menang', 'di', 'partai', 'ketigaYuuk', 'tuntaskan', 'emas', 'PramYere']","['Indonesia', 'berbalik', 'unggul', 'atas', 'Malaysia', 'partai', 'final', 'nomor', 'beregu', 'putra', 'Sea', 'Games', 'Christian', 'Adinata', 'menang', 'partai', 'ketigaYuuk', 'tuntaskan', 'emas', 'PramYere']","['indonesia', 'balik', 'unggul', 'atas', 'malaysia', 'partai', 'final', 'nomor', 'regu', 'putra', 'sea', 'games', 'christian', 'adinata', 'menang', 'partai', 'ketigayuuk', 'tuntas', 'emas', 'pramyere']"
1.66e+18,11/5/2023,mentang mau final chap malah sliweran mulu di fyp,0,"['mentang', 'mau', 'final', 'chap', 'malah', 'sliweran', 'mulu', 'di', 'fyp']","['mentang', 'mau', 'final', 'chap', 'malah', 'sliweran', 'mulu', 'fyp']","['mentang', 'mau', 'final', 'chap', 'malah', 'sliweran', 'mulu', 'fyp']"
1.66e+18,11/5/2023, Orangorang mengira final ideal adalah Madrid vs Milan Tautau Inter vs City wkwk,0,"['Orangorang', 'mengira', 'final', 'ideal', 'adalah', 'Madrid', 'vs', 'Milan', 'Tautau', 'Inter', 'vs', 'City', 'wkwk']","['Orangorang', 'mengira', 'final', 'ideal', 'Madrid', 'vs', 'Milan', 'Tautau', 'Inter', 'vs', 'City', 'wkwk']","['orangorang', 'ira', 'final', 'ideal', 'madrid', 'vs', 'mil', 'tautau', 'inter', 'vs', 'city', 'wkwk']"
1.66e+18,11/5/2023,Respon Dzeko ketika ditanya bagaimana perasaannya jika bisa bertemu dengan Man City di final UCL Semoga saya harap begitu [],0,"['Respon', 'Dzeko', 'ketika', 'ditanya', 'bagaimana', 'perasaannya', 'jika', 'bisa', 'bertemu', 'dengan', 'Man', 'City', 'di', 'final', 'UCL', 'Semoga', 'saya', 'harap', 'begitu', '[', ']']","['Respon', 'Dzeko', 'ditanya', 'bagaimana', 'perasaannya', 'bertemu', 'Man', 'City', 'final', 'UCL', 'Semoga', 'harap', '[', ']']","['respon', 'dzeko', 'tanya', 'bagaimana', 'asa', 'temu', 'man', 'city', 'final', 'ucl', 'moga', 'harap', '', '']"
1.66e+18,11/5/2023, Belum selese final udah nangis duluan ,0,"['Belum', 'selese', 'final', 'udah', 'nangis', 'duluan']","['Belum', 'selese', 'final', 'udah', 'nangis', 'duluan']","['belum', 'selese', 'final', 'udah', 'nang', 'duluan']"
1.66e+18,11/5/2023,Banyak banget yang nyinyirin kekalahan CeA kemarin vs SGP langsung skrg dia buktiin dengan menang meyakinkan dan bawa INA balik unggul di partai final iniIya roda berputar secepat itu ges jadi yuk tahan jarinya buat gak gampang² ngetik jahat  ,8,"['Banyak', 'banget', 'yang', 'nyinyirin', 'kekalahan', 'CeA', 'kemarin', 'vs', 'SGP', 'langsung', 'skrg', 'dia', 'buktiin', 'dengan', 'menang', 'meyakinkan', 'dan', 'bawa', 'INA', 'balik', 'unggul', 'di', 'partai', 'final', 'iniIya', 'roda', 'berputar', 'secepat', 'itu', 'ges', 'jadi', 'yuk', 'tahan', 'jarinya', 'buat', 'gak', 'gampang²', 'ngetik', 'jahat']","['Banyak', 'banget', 'nyinyirin', 'kekalahan', 'CeA', 'kemarin', 'vs', 'SGP', 'langsung', 'skrg', 'buktiin', 'menang', 'meyakinkan', 'bawa', 'INA', 'balik', 'unggul', 'partai', 'final', 'iniIya', 'roda', 'berputar', 'secepat', 'ges', 'jadi', 'yuk', 'tahan', 'jarinya', 'buat', 'gak', 'gampang²', 'ngetik', 'jahat']","['banyak', 'banget', 'nyinyirin', 'kalah', 'cea', 'kemarin', 'vs', 'sgp', 'langsung', 'skrg', 'buktiin', 'menang', 'yakin', 'bawa', 'ina', 'balik', 'unggul', 'partai', 'final', 'iniiya', 'roda', 'putar', 'cepat', 'ges', 'jadi', 'yuk', 'tahan', 'jari', 'buat', 'gak', 'gampang', 'ngetik', 'jahat']"
1.66e+18,11/5/2023,Mens Team  FINALINA  MASPramudya KusumawardanaYeremia Erich Yoche Yacob Rambitan vs Chia Wei JieLiew XunSEAGames Cambodia,8,"['Mens', 'Team', 'FINALINA', 'MASPramudya', 'KusumawardanaYeremia', 'Erich', 'Yoche', 'Yacob', 'Rambitan', 'vs', 'Chia', 'Wei', 'JieLiew', 'XunSEAGames', 'Cambodia']","['Mens', 'Team', 'FINALINA', 'MASPramudya', 'KusumawardanaYeremia', 'Erich', 'Yoche', 'Yacob', 'Rambitan', 'vs', 'Chia', 'Wei', 'JieLiew', 'XunSEAGames', 'Cambodia']","['mens', 'team', 'finalina', 'maspramudya', 'kusumawardanayeremia', 'erich', 'yoche', 'yacob', 'rambitan', 'vs', 'chia', 'wei', 'jieliew', 'xunseagames', 'cambodia']"
1.66e+18,11/5/2023, Babak semi final telah tiba Kirakira siapa yang akan masuk final dan debut dengan sibluemonter SAKSIKAN TERUS JAGOAN AN…,8,"['Babak', 'semi', 'final', 'telah', 'tiba', 'Kirakira', 'siapa', 'yang', 'akan', 'masuk', 'final', 'dan', 'debut', 'dengan', 'sibluemonter', 'SAKSIKAN', 'TERUS', 'JAGOAN', 'AN…']","['Babak', 'semi', 'final', 'tiba', 'Kirakira', 'siapa', 'masuk', 'final', 'debut', 'sibluemonter', 'SAKSIKAN', 'TERUS', 'JAGOAN', 'AN…']","['babak', 'semi', 'final', 'tiba', 'kirakira', 'siapa', 'masuk', 'final', 'debut', 'sibluemonter', 'saksi', 'terus', 'jago', 'an']"
1.66e+18,11/5/2023,SEA Games   Team EventFINAL  Mens TeamINA   MAS MDPramudya KUSUMAWARDANAYeremia Erich Yoche Yacob RAMBITAN  vs CHIA WeijieLIEW Xun  IntervalSeaGamesBhulukhudukTV,0,"['SEA', 'Games', 'Team', 'EventFINAL', 'Mens', 'TeamINA', 'MAS', 'MDPramudya', 'KUSUMAWARDANAYeremia', 'Erich', 'Yoche', 'Yacob', 'RAMBITAN', 'vs', 'CHIA', 'WeijieLIEW', 'Xun', 'IntervalSeaGamesBhulukhudukTV']","['SEA', 'Games', 'Team', 'EventFINAL', 'Mens', 'TeamINA', 'MAS', 'MDPramudya', 'KUSUMAWARDANAYeremia', 'Erich', 'Yoche', 'Yacob', 'RAMBITAN', 'vs', 'CHIA', 'WeijieLIEW', 'Xun', 'IntervalSeaGamesBhulukhudukTV']","['sea', 'games', 'team', 'eventfinal', 'mens', 'teamina', 'mas', 'mdpramudya', 'kusumawardanayeremia', 'erich', 'yoche', 'yacob', 'rambitan', 'vs', 'chia', 'weijieliew', 'xun', 'intervalseagamesbhulukhuduktv']"
1.66e+18,11/5/2023, unlucky saraaRiyade in AC Milan byerjao bas ma byerbao l finalMclaren In The Mud,0,"['unlucky', 'saraaRiyade', 'in', 'AC', 'Milan', 'byerjao', 'bas', 'ma', 'byerbao', 'l', 'finalMclaren', 'In', 'The', 'Mud']","['unlucky', 'saraaRiyade', 'in', 'AC', 'Milan', 'byerjao', 'bas', 'ma', 'byerbao', 'l', 'finalMclaren', 'In', 'The', 'Mud']","['unlucky', 'saraariyade', 'in', 'ac', 'mil', 'byerjao', 'bas', 'ma', 'byerbao', 'l', 'finalmclaren', 'in', 'the', 'mud']"
1.66e+18,11/5/2023,Inter Milan iri mu nzira yerekeza kuri Final ya UCL iherukaho muri  ubwo yanagitwaraga itsinze Bayern Munchen  Bya Diego Milito  ,0,"['Inter', 'Milan', 'iri', 'mu', 'nzira', 'yerekeza', 'kuri', 'Final', 'ya', 'UCL', 'iherukaho', 'muri', 'ubwo', 'yanagitwaraga', 'itsinze', 'Bayern', 'Munchen', 'Bya', 'Diego', 'Milito']","['Inter', 'Milan', 'iri', 'mu', 'nzira', 'yerekeza', 'kuri', 'Final', 'UCL', 'iherukaho', 'muri', 'ubwo', 'yanagitwaraga', 'itsinze', 'Bayern', 'Munchen', 'Bya', 'Diego', 'Milito']","['inter', 'mil', 'iri', 'mu', 'nzira', 'yerekeza', 'kur', 'final', 'ucl', 'iherukaho', 'muri', 'ubwo', 'yanagitwaraga', 'itsinze', 'bayern', 'munchen', 'bya', 'ego', 'milito']"
1.66e+18,11/5/2023,Mens TeamFinal Indonesia vs Malaysia MSMatch Christian Adinata vs Lee Shun Yang  SEAGames Badminton,0,"['Mens', 'TeamFinal', 'Indonesia', 'vs', 'Malaysia', 'MSMatch', 'Christian', 'Adinata', 'vs', 'Lee', 'Shun', 'Yang', 'SEAGames', 'Badminton']","['Mens', 'TeamFinal', 'Indonesia', 'vs', 'Malaysia', 'MSMatch', 'Christian', 'Adinata', 'vs', 'Lee', 'Shun', 'Yang', 'SEAGames', 'Badminton']","['mens', 'teamfinal', 'indonesia', 'vs', 'malaysia', 'msmatch', 'christian', 'adinata', 'vs', 'lee', 'shun', 'yang', 'seagames', 'badminton']"
1.66e+18,11/5/2023, Final No   has won  of  after a  victory over HofstraMaddix Dalena   R B B  RBI BBK…,11,"['Final', 'No', 'has', 'won', 'of', 'after', 'a', 'victory', 'over', 'HofstraMaddix', 'Dalena', 'R', 'B', 'B', 'RBI', 'BBK…']","['Final', 'No', 'has', 'won', 'of', 'after', 'a', 'victory', 'over', 'HofstraMaddix', 'Dalena', 'R', 'B', 'B', 'RBI', 'BBK…']","['final', 'no', 'has', 'won', 'of', 'after', 'a', 'victory', 'over', 'hofstramaddix', 'dalena', 'r', 'b', 'b', 'rbi', 'bbk']"
1.66e+18,11/5/2023,  Sebelum final Mixed Team selesai sore td di SEA Games individual event masih ada nama Chourng Meng Tp barusan dicek ud…,66,"['Sebelum', 'final', 'Mixed', 'Team', 'selesai', 'sore', 'td', 'di', 'SEA', 'Games', 'individual', 'event', 'masih', 'ada', 'nama', 'Chourng', 'Meng', 'Tp', 'barusan', 'dicek', 'ud…']","['Sebelum', 'final', 'Mixed', 'Team', 'selesai', 'sore', 'td', 'SEA', 'Games', 'individual', 'event', 'nama', 'Chourng', 'Meng', 'Tp', 'barusan', 'dicek', 'ud…']","['belum', 'final', 'mixed', 'team', 'selesai', 'sore', 'td', 'sea', 'games', 'individual', 'event', 'nama', 'chourng', 'meng', 'tp', 'barusan', 'cek', 'ud']"
1.66e+18,11/5/2023, % Tapi ini masuk kokMenurut lu seru gak Pas gua nonton rasanya agak boring jadi gua switch aja nonton Final Destination waktu itu,0,"['%', 'Tapi', 'ini', 'masuk', 'kokMenurut', 'lu', 'seru', 'gak', 'Pas', 'gua', 'nonton', 'rasanya', 'agak', 'boring', 'jadi', 'gua', 'switch', 'aja', 'nonton', 'Final', 'Destination', 'waktu', 'itu']","['%', 'Tapi', 'masuk', 'kokMenurut', 'lu', 'seru', 'gak', 'Pas', 'gua', 'nonton', 'rasanya', 'boring', 'jadi', 'gua', 'switch', 'aja', 'nonton', 'Final', 'Destination', 'waktu']","['', 'tapi', 'masuk', 'kokmenurut', 'lu', 'seru', 'gak', 'pas', 'gua', 'nonton', 'rasa', 'boring', 'jadi', 'gua', 'switch', 'aja', 'nonton', 'final', 'destination', 'waktu']"
1.66e+18,11/5/2023,Hasil Final Bulu Tangkis SEA Games  Chrstian Adinata Bawa Indonesia Unggul  atas Malaysia TempoSport ,0,"['Hasil', 'Final', 'Bulu', 'Tangkis', 'SEA', 'Games', 'Chrstian', 'Adinata', 'Bawa', 'Indonesia', 'Unggul', 'atas', 'Malaysia', 'TempoSport']","['Hasil', 'Final', 'Bulu', 'Tangkis', 'SEA', 'Games', 'Chrstian', 'Adinata', 'Bawa', 'Indonesia', 'Unggul', 'atas', 'Malaysia', 'TempoSport']","['hasil', 'final', 'bulu', 'tangkis', 'sea', 'games', 'chrstian', 'adinata', 'bawa', 'indonesia', 'unggul', 'atas', 'malaysia', 'temposport']"
1.66e+18,11/5/2023,  Keren banget Kamboja Sudah pantas ini masuk Sudirman Cup untuk mengalahkan China  di Final,39,"['Keren', 'banget', 'Kamboja', 'Sudah', 'pantas', 'ini', 'masuk', 'Sudirman', 'Cup', 'untuk', 'mengalahkan', 'China', 'di', 'Final']","['Keren', 'banget', 'Kamboja', 'Sudah', 'pantas', 'masuk', 'Sudirman', 'Cup', 'mengalahkan', 'China', 'Final']","['keren', 'banget', 'kamboja', 'sudah', 'pantas', 'masuk', 'sudirman', 'cup', 'kalah', 'china', 'final']"
